Rk,Player,Team,Conf,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds,Y/A,TD,Y/G,Plays,Yds,Avg,TD,Awards,-9999
1261,Jordan Lovett,Troy,Sun Belt,5,8,56,7.0,0,11.2,17,53,3.1,1,10.6,25,109,4.4,1,,jordan-lovett-2
1262,Cam Barfield,Hawaii,MWC,10,7,55,7.9,0,5.5,33,158,4.8,0,15.8,40,213,5.3,0,,cam-barfield-1
1263,Cooper Flanagan*,Notre Dame,Ind,13,4,55,13.8,2,4.2,0,0,,0,0.0,4,55,13.8,2,,cooper-flanagan-1
1264,Kyle Parker*,LSU,SEC,4,3,55,18.3,1,13.8,0,0,,0,0.0,3,55,18.3,1,,kyle-parker-2
1265,Moose Muhammad III*,Texas A&M,SEC,10,6,55,9.2,2,5.5,0,0,,0,0.0,6,55,9.2,2,,moose-muhammad-iii-1
1266,Braylon McReynolds*,South Alabama,Sun Belt,9,4,54,13.5,0,6.0,20,111,5.6,1,12.3,24,165,6.9,1,,braylon-mcreynolds-1
1267,Caleb Lohner,Utah,Big 12,12,4,54,13.5,4,4.5,0,0,,0,0.0,4,54,13.5,4,,caleb-lohner-1
1268,DeAndre Buchannon*,Georgia Southern,Sun Belt,12,5,54,10.8,0,4.5,5,12,2.4,0,1.0,10,66,6.6,0,,deandre-buchannon-1
1269,Juan Davis*,Texas,SEC,16,9,54,6.0,0,3.4,0,0,,0,0.0,9,54,6.0,0,,juan-davis-1
1270,Kody Epps*,BYU,Big 12,6,8,54,6.8,1,9.0,0,0,,0,0.0,8,54,6.8,1,,kody-epps-1
1271,Kris Hughes*,Louisville,ACC,12,7,54,7.7,0,4.5,0,0,,0,0.0,7,54,7.7,0,,kris-hughes-1
1272,Landen King,Utah,Big 12,12,3,54,18.0,1,4.5,0,0,,0,0.0,3,54,18.0,1,,landen-king-1
1273,Leo Pulalasi*,Washington State,Ind,13,8,54,6.8,0,4.2,65,302,4.6,2,23.2,73,356,4.9,2,,leo-pulalasi-1
1274,Leon Washington Jr.,Florida Atlantic,American,9,7,54,7.7,0,6.0,0,0,,0,0.0,7,54,7.7,0,,leon-washington-jr-1
1275,Micah Welch*,Colorado,Big 12,9,8,54,6.8,0,6.0,43,186,4.3,4,20.7,51,240,4.7,4,,micah-welch-1
1276,Ric'Darious Farmer*,West Virginia,Big 12,11,6,54,9.0,0,4.9,2,6,3.0,0,0.5,8,60,7.5,0,,ricdarious-farmer-1
1277,Damari Alston,Auburn,SEC,12,6,53,8.8,0,4.4,52,276,5.3,3,23.0,58,329,5.7,3,,damari-alston-1
1278,Jake Norris*,Navy,American,10,4,53,13.3,0,5.3,0,0,,0,0.0,4,53,13.3,0,,jake-norris-3
1279,Jarrad Baker,UCF,Big 12,12,6,53,8.8,0,4.4,0,0,,0,0.0,6,53,8.8,0,,jarrad-baker-1
1280,Jontavis Robertson*,Duke,ACC,12,8,53,6.6,0,4.4,0,0,,0,0.0,8,53,6.6,0,,jontavis-robertson-1
1281,Juelz Goff*,Pitt,ACC,3,6,53,8.8,0,17.7,17,42,2.5,0,14.0,23,95,4.1,0,,juelz-goff-1
1282,Keyjuan Brown*,Louisville,ACC,11,5,53,10.6,0,4.8,47,243,5.2,3,22.1,52,296,5.7,3,,keyjuan-brown-1
1283,Ky Thomas,Kent State,MAC,11,10,53,5.3,0,4.8,135,549,4.1,1,49.9,145,602,4.2,1,,ky-thomas-1
1284,Cameron Oliver*,Nevada-Las Vegas,MWC,14,1,52,52.0,0,3.7,0,0,,0,0.0,1,52,52.0,0,,cameron-oliver-4
1285,David Crossan*,Army,American,14,1,52,52.0,0,3.7,0,0,,0,0.0,1,52,52.0,0,,david-crossan-1
1286,Devin Roche,Old Dominion,Sun Belt,10,7,52,7.4,1,5.2,43,274,6.4,2,27.4,50,326,6.5,3,,devin-roche-1
1287,Isaiah Alston*,Iowa State,Big 12,11,2,52,26.0,0,4.7,0,0,,0,0.0,2,52,26.0,0,,isaiah-alston-1
1288,Jordyn Bailey*,Texas Christian,Big 12,12,9,52,5.8,2,4.3,3,74,24.7,1,6.2,12,126,10.5,3,,jordyn-bailey-1
1289,Kelby Williams,Old Dominion,Sun Belt,7,2,52,26.0,1,7.4,0,0,,0,0.0,2,52,26.0,1,,kelby-williams-1
1290,Lawayne McCoy,Florida State,ACC,10,6,52,8.7,0,5.2,1,1,1.0,0,0.1,7,53,7.6,0,,lawayne-mccoy-1
1291,Maquel Haywood,Appalachian State,Sun Belt,8,5,52,10.4,0,6.5,29,148,5.1,1,18.5,34,200,5.9,1,,maquel-haywood-1
1292,Rayshon Luke,Arizona,Big 12,4,6,52,8.7,0,13.0,4,13,3.3,0,3.3,10,65,6.5,0,,rayshon-luke-1
1293,Reggie Brown*,Tulane,American,13,4,52,13.0,2,4.0,0,0,,0,0.0,4,52,13.0,2,,reggie-brown-11
1294,Reggie Harden*,Arkansas State,Sun Belt,12,3,52,17.3,2,4.3,0,0,,0,0.0,3,52,17.3,2,,reggie-harden-3
1295,Billy Lucas*,Liberty,CUSA,11,5,51,10.2,0,4.6,123,720,5.9,5,65.5,128,771,6.0,5,,billy-lucas-1
1296,Chandler Pittman,Southern Mississippi,Sun Belt,10,8,51,6.4,0,5.1,2,7,3.5,0,0.7,10,58,5.8,0,,chandler-pittman-1
1297,Desna Washington,Florida International,CUSA,5,4,51,12.8,0,10.2,0,0,,0,0.0,4,51,12.8,0,,desna-washington-1
1298,Kelley Joiner Jr.*,South Florida,American,13,8,51,6.4,2,3.9,121,799,6.6,12,61.5,129,850,6.6,14,,kelley-joiner-jr-1
1299,Rodrigues Clark,Southern Mississippi,Sun Belt,12,13,51,3.9,0,4.3,124,604,4.9,1,50.3,137,655,4.8,1,,rodrigues-clark-1
1300,Sevaughn Clark*,Toledo,MAC,11,9,51,5.7,0,4.6,65,215,3.3,0,19.5,74,266,3.6,0,,sevaughn-clark-1
1301,Bugs Mortimer*,Western Michigan,MAC,4,3,50,16.7,1,12.5,0,0,,0,0.0,3,50,16.7,1,,bugs-mortimer-1
1302,Christian Abney,Ball State,MAC,12,5,50,10.0,1,4.2,0,0,,0,0.0,5,50,10.0,1,,christian-abney-1
1303,Jay Rockwell*,Sam Houston,CUSA,7,6,50,8.3,0,7.1,0,0,,0,0.0,6,50,8.3,0,,jay-rockwell-1
1304,Jordan King*,California,ACC,9,4,50,12.5,0,5.6,0,0,,0,0.0,4,50,12.5,0,,jordan-king-1
1305,Luke Lindenmeyer*,Nebraska,Big Ten,13,5,50,10.0,0,3.8,0,0,,0,0.0,5,50,10.0,0,,luke-lindenmeyer-1
1306,Mycah Pittman,Utah,Big 12,8,6,50,8.3,0,6.3,0,0,,0,0.0,6,50,8.3,0,,mycah-pittman-1
1307,Tyrell Robinson*,Army,American,8,4,50,12.5,1,6.3,20,83,4.2,0,10.4,24,133,5.5,1,,tyrell-robinson-2
1308,Antonio Gates Jr.,Michigan State,Big Ten,2,4,49,12.3,0,24.5,0,0,,0,0.0,4,49,12.3,0,,antonio-gates-jr-1
1309,Anwar Lewis*,Jacksonville State,CUSA,8,2,49,24.5,0,6.1,35,127,3.6,2,15.9,37,176,4.8,2,,anwar-lewis-1
1310,Caleb Burton,Auburn,SEC,3,2,49,24.5,0,16.3,0,0,,0,0.0,2,49,24.5,0,,caleb-burton-1
1311,Carson Goda*,Illinois,Big Ten,11,4,49,12.3,1,4.5,0,0,,0,0.0,4,49,12.3,1,,carson-goda-1
1312,Cristian Driver*,Minnesota,Big Ten,11,7,49,7.0,1,4.5,2,9,4.5,0,0.8,9,58,6.4,1,,cristian-driver-1
1313,E.J. Williams,Indiana,Big Ten,4,2,49,24.5,0,12.3,0,0,,0,0.0,2,49,24.5,0,,ej-williams-2
1314,Jace Henry,Nevada,MWC,4,7,49,7.0,2,12.3,0,0,,0,0.0,7,49,7.0,2,,jace-henry-2
1315,Ayo Shotomide-King,Oklahoma State,Big 12,12,5,48,9.6,0,4.0,0,0,,0,0.0,5,48,9.6,0,,ayo-shotomide-king-1
1316,Donovan Faupel,New Mexico State,CUSA,7,3,48,16.0,1,6.9,1,18,18.0,0,2.6,4,66,16.5,1,,donovan-faupel-1
1317,Gavin Yates*,Baylor,Big 12,13,5,48,9.6,0,3.7,0,0,,0,0.0,5,48,9.6,0,,gavin-yates-1
1318,Jordon Harris*,Missouri,SEC,12,5,48,9.6,0,4.0,0,0,,0,0.0,5,48,9.6,0,,jordon-harris-1
1319,Kaleb Webb,Tennessee,SEC,7,6,48,8.0,0,6.9,0,0,,0,0.0,6,48,8.0,0,,kaleb-webb-1
1320,Patrick Garwo,Nevada,MWC,9,11,48,4.4,0,5.3,55,246,4.5,5,27.3,66,294,4.5,5,,patrick-garwo-1
1321,Cameron Dickey*,Texas Tech,Big 12,12,9,47,5.2,1,3.9,41,225,5.5,1,18.8,50,272,5.4,2,,cameron-dickey-1
1322,Jamarion McDougle,Ball State,MAC,3,3,47,15.7,1,15.7,0,0,,0,0.0,3,47,15.7,1,,jamarion-mcdougle-1
1323,Kedrick Reescano,Arizona,Big 12,12,8,47,5.9,0,3.9,78,359,4.6,1,29.9,86,406,4.7,1,,kedrick-reescano-1
1324,Tyrell Reed Jr.*,Arkansas,SEC,3,1,47,47.0,1,15.7,6,36,6.0,1,12.0,7,83,11.9,2,,tyrell-reed-jr-1
1325,Bryson Rodgers*,Ohio State,Big Ten,12,5,46,9.2,0,3.8,0,0,,0,0.0,5,46,9.2,0,,bryson-rodgers-1
1326,Dalen Cambre*,Louisiana,Sun Belt,14,5,46,9.2,0,3.3,0,0,,0,0.0,5,46,9.2,0,,dalen-cambre-1
1327,Kaden Wetjen*,Iowa,Big Ten,13,3,46,15.3,0,3.5,4,33,8.3,0,2.5,7,79,11.3,0,,kaden-wetjen-1
1328,Kaleb Jackson*,LSU,SEC,13,6,46,7.7,0,3.5,44,150,3.4,0,11.5,50,196,3.9,0,,kaleb-jackson-1
1329,Roydell Williams,Florida State,ACC,4,5,46,9.2,0,11.5,26,53,2.0,2,13.3,31,99,3.2,2,,roydell-williams-2
1330,Sesi Vailahi,Oklahoma State,Big 12,12,8,46,5.8,0,3.8,42,99,2.4,2,8.3,50,145,2.9,2,,sesi-vailahi-1
1331,Tim Grear Jr.*,Fresno State,MWC,8,4,46,11.5,0,5.8,0,0,,0,0.0,4,46,11.5,0,,tim-grear-jr-1
1332,Zylan Perry*,Louisiana,Sun Belt,13,11,46,4.2,0,3.5,112,695,6.2,4,53.5,123,741,6.0,4,,zylan-perry-1
1333,Branden Ganashamoorthy*,Washington State,Ind,11,5,45,9.0,1,4.1,0,0,,0,0.0,5,45,9.0,1,,branden-ganashamoorthy-1
1334,Carter Shaw,UCLA,Big Ten,6,2,45,22.5,0,7.5,2,9,4.5,0,1.5,4,54,13.5,0,,carter-shaw-1
1335,Davion Gause*,North Carolina,ACC,13,4,45,11.3,0,3.5,67,326,4.9,4,25.1,71,371,5.2,4,,davion-gause-1
1336,Evan Poticher,Middle Tennessee State,CUSA,8,6,45,7.5,0,5.6,0,0,,0,0.0,6,45,7.5,0,,evan-poticher-1
1337,Gavin Freeman,Oklahoma State,Big 12,4,6,45,7.5,0,11.3,0,0,,0,0.0,6,45,7.5,0,,gavin-freeman-1
1338,Jake Appleget*,Northern Illinois,MAC,8,4,45,11.3,0,5.6,0,0,,0,0.0,4,45,11.3,0,,jake-appleget-1
1339,Jeremiah Cobb,Auburn,SEC,12,6,45,7.5,0,3.8,29,142,4.9,0,11.8,35,187,5.3,0,,jeremiah-cobb-1
1340,Antwan Raymond*,Rutgers,Big Ten,10,3,44,14.7,0,4.4,100,457,4.6,8,45.7,103,501,4.9,8,,antwan-raymond-1
1341,Ashton Bethel-Roman*,Texas A&M,SEC,4,4,44,11.0,1,11.0,0,0,,0,0.0,4,44,11.0,1,,ashton-bethel-roman-1
1342,Conner Muldowney,Kent State,MAC,12,4,44,11.0,1,3.7,0,0,,0,0.0,4,44,11.0,1,,conner-muldowney-1
1343,Jamari Ferrell,Wyoming,MWC,12,8,44,5.5,0,3.7,80,318,4.0,1,26.5,88,362,4.1,1,,jamari-ferrell-1
1344,JT Seagreaves,Wisconsin,Big Ten,6,4,44,11.0,0,7.3,0,0,,0,0.0,4,44,11.0,0,,jt-seagreaves-1
1345,Justin Pegues*,Bowling Green,MAC,13,11,44,4.0,0,3.4,13,51,3.9,0,3.9,24,95,4.0,0,,justin-pegues-1
1346,Kye Robichaux*,Boston College,ACC,13,9,44,4.9,1,3.4,175,744,4.3,10,57.2,184,788,4.3,11,,kye-robichaux-1
1347,Nate Noel*,Missouri,SEC,11,15,44,2.9,0,4.0,163,818,5.0,3,74.4,178,862,4.8,3,,nate-noel-1
1348,Sire Gaines,Boise State,MWC,3,3,44,14.7,1,14.7,20,156,7.8,1,52.0,23,200,8.7,2,,sire-gaines-1
1349,Tyler Purdy*,James Madison,Sun Belt,8,6,44,7.3,0,5.5,36,161,4.5,2,20.1,42,205,4.9,2,,tyler-purdy-1
1350,Will Nixon*,Syracuse,ACC,3,4,44,11.0,0,14.7,19,76,4.0,0,25.3,23,120,5.2,0,,will-nixon-1
1351,Fred Robertson*,Louisiana Tech,CUSA,9,5,43,8.6,0,4.8,33,126,3.8,0,14.0,38,169,4.4,0,,fred-robertson-2
1352,Gavin Blackwell*,North Carolina,ACC,6,4,43,10.8,0,7.2,0,0,,0,0.0,4,43,10.8,0,,gavin-blackwell-1
1353,Luke Harpring*,Georgia Tech,ACC,4,3,43,14.3,0,10.8,0,0,,0,0.0,3,43,14.3,0,,luke-harpring-1
1354,Marquis Shoulders,Houston,Big 12,3,5,43,8.6,0,14.3,1,5,5.0,0,1.7,6,48,8.0,0,,marquis-shoulders-1
1355,Pokaiaua Haunga*,BYU,Big 12,5,5,43,8.6,0,8.6,18,81,4.5,0,16.2,23,124,5.4,0,,pokaiaua-haunga-1
1356,Qua Sanders*,Buffalo,MAC,11,3,43,14.3,0,3.9,0,0,,0,0.0,3,43,14.3,0,,qua-sanders-1
1357,Rylan Green,Louisiana-Monroe,Sun Belt,11,5,43,8.6,0,3.9,0,0,,0,0.0,5,43,8.6,0,,rylan-green-1
1358,Vaughn Blue*,Liberty,CUSA,12,7,43,6.1,0,3.6,35,207,5.9,1,17.3,42,250,6.0,1,,vaughn-blue-1
1359,Antonio Meeks*,Louisville,ACC,4,3,42,14.0,1,10.5,0,0,,0,0.0,3,42,14.0,1,,antonio-meeks-1
1360,Cam McCormick*,Miami (FL),ACC,13,6,42,7.0,3,3.2,0,0,,0,0.0,6,42,7.0,3,,cam-mccormick-1
1361,Hashaun Wilson,Charlotte,American,12,4,42,10.5,0,3.5,91,559,6.1,7,46.6,95,601,6.3,7,,hashaun-wilson-1
1362,Jaylan Knighton,SMU,ACC,2,4,42,10.5,0,21.0,12,43,3.6,0,21.5,16,85,5.3,0,,jaylan-knighton-1
1363,Jelani Thurman*,Ohio State,Big Ten,15,4,42,10.5,1,2.8,0,0,,0,0.0,4,42,10.5,1,,jelani-thurman-1
1364,Johnathan Arceneaux*,Fresno State,MWC,11,4,42,10.5,0,3.8,22,104,4.7,0,9.5,26,146,5.6,0,,johnathan-arceneaux-1
1365,Khafre Brown*,Arkansas,SEC,1,2,42,21.0,0,42.0,0,0,,0,0.0,2,42,21.0,0,,khafre-brown-1
1366,Peter Montini*,Colorado State,MWC,12,5,42,8.4,0,3.5,2,1,0.5,1,0.1,7,43,6.1,1,,peter-montini-1
1367,Tate Rodemaker,Southern Mississippi,Sun Belt,9,1,42,42.0,0,4.7,26,-90,-3.5,0,-10.0,27,-48,-1.8,0,,tate-rodemaker-1
1368,Adam Mohammed*,Washington,Big Ten,13,6,41,6.8,0,3.2,42,193,4.6,0,14.8,48,234,4.9,0,,adam-mohammed-1
1369,Chedon James*,Fresno State,MWC,5,2,41,20.5,0,8.2,0,0,,0,0.0,2,41,20.5,0,,chedon-james-1
1370,Chris Elko*,Georgia Tech,ACC,9,1,41,41.0,0,4.6,0,0,,0,0.0,1,41,41.0,0,,chris-elko-1
1371,Deion Colzie*,Notre Dame,Ind,16,5,41,8.2,1,2.6,0,0,,0,0.0,5,41,8.2,1,,deion-colzie-1
1372,Jaylon Jackson*,Iowa State,Big 12,14,7,41,5.9,1,2.9,93,388,4.2,2,27.7,100,429,4.3,3,,jaylon-jackson-2
1373,Joseph Young,Florida Atlantic,American,3,2,41,20.5,0,13.7,0,0,,0,0.0,2,41,20.5,0,,joseph-young-1
1374,Josh Phifer*,James Madison,Sun Belt,10,2,41,20.5,1,4.1,0,0,,0,0.0,2,41,20.5,1,,josh-phifer-1
1375,Kendrick Raphael*,North Carolina State,ACC,12,10,41,4.1,0,3.4,78,425,5.4,3,35.4,88,466,5.3,3,,kendrick-raphael-1
1376,Lavon Brown*,Colorado State,MWC,11,4,41,10.3,0,3.7,0,0,,0,0.0,4,41,10.3,0,,lavon-brown-2
1377,Lexington Joseph,Florida International,CUSA,12,10,41,4.1,0,3.4,82,308,3.8,3,25.7,92,349,3.8,3,,lexington-joseph-1
1378,Richard Reese*,Baylor,Big 12,11,6,41,6.8,0,3.7,58,241,4.2,1,21.9,64,282,4.4,1,,richard-reese-1
1379,Taylor Tatum*,Oklahoma,SEC,11,5,41,8.2,1,3.7,56,278,5.0,3,25.3,61,319,5.2,4,,taylor-tatum-1
1380,Trae Swartz,Troy,Sun Belt,10,4,41,10.3,2,4.1,0,0,,0,0.0,4,41,10.3,2,,trae-swartz-1
1381,Tristen Tewes*,Northern Illinois,MAC,13,6,41,6.8,1,3.2,0,0,,0,0.0,6,41,6.8,1,,tristen-tewes-1
1382,Ashton Hollins*,Illinois,Big Ten,4,2,40,20.0,0,10.0,0,0,,0,0.0,2,40,20.0,0,,ashton-hollins-1
1383,Dino Tomlin*,Boston College,ACC,10,3,40,13.3,0,4.0,0,0,,0,0.0,3,40,13.3,0,,dino-tomlin-1
1384,Johnny Pascuzzi*,Iowa,Big Ten,10,1,40,40.0,0,4.0,0,0,,0,0.0,1,40,40.0,0,,johnny-pascuzzi-1
1385,Sean Fresch,Rice,American,12,1,40,40.0,0,3.3,0,0,,0,0.0,1,40,40.0,0,,sean-fresch-1
1386,Tevita Noa,Kansas,Big 12,12,1,40,40.0,0,3.3,0,0,,0,0.0,1,40,40.0,0,,tevita-noa-1
1387,Tyler Powell,Arizona,Big 12,11,5,40,8.0,0,3.6,0,0,,0,0.0,5,40,8.0,0,,tyler-powell-2
1388,Ayden Williams*,Ole Miss,SEC,8,3,39,13.0,0,4.9,0,0,,0,0.0,3,39,13.0,0,,ayden-williams-1
1389,Camron Heard,Oklahoma State,Big 12,6,2,39,19.5,0,6.5,0,0,,0,0.0,2,39,19.5,0,,camron-heard-1
1390,Isaiah Hardge*,Colorado,Big 12,11,1,39,39.0,0,3.5,2,8,4.0,0,0.7,3,47,15.7,0,,isaiah-hardge-1
1391,Jaylin Lucas,Florida State,ACC,2,3,39,13.0,0,19.5,2,13,6.5,0,6.5,5,52,10.4,0,,jaylin-lucas-1
1392,Jerry Lydiatt,New Mexico State,CUSA,10,7,39,5.6,1,3.9,0,0,,0,0.0,7,39,5.6,1,,jerry-lydiatt-1
1393,Joquez Smith,Temple,American,12,9,39,4.3,0,3.3,36,132,3.7,1,11.0,45,171,3.8,1,,joquez-smith-1
1394,Malik Hornsby*,Arkansas State,Sun Belt,13,7,39,5.6,0,3.0,5,86,17.2,1,6.6,12,125,10.4,1,,malik-hornsby-1
1395,Mareyohn Hrabowski*,Western Michigan,MAC,13,3,39,13.0,1,3.0,0,0,,0,0.0,3,39,13.0,1,,mareyohn-hrabowski-1
1396,Titus Lyons*,Texas State,Sun Belt,13,5,39,7.8,0,3.0,0,0,,0,0.0,5,39,7.8,0,,titus-lyons-1
1397,Wesley Campbell VI,Louisiana-Monroe,Sun Belt,12,5,39,7.8,0,3.3,0,0,,0,0.0,5,39,7.8,0,,wesley-campbell-vi-1
1398,Amani Givins*,Louisiana Tech,CUSA,9,6,38,6.3,0,4.2,75,319,4.3,2,35.4,81,357,4.4,2,,amani-givins-1
1399,Andrew Sowinski,Purdue,Big Ten,12,5,38,7.6,0,3.2,0,0,,0,0.0,5,38,7.6,0,,andrew-sowinski-1
1400,Cole Weaver*,Miami (OH),MAC,6,2,38,19.0,1,6.3,0,0,,0,0.0,2,38,19.0,1,,cole-weaver-2
1401,Darius Copeland*,Liberty,CUSA,3,5,38,7.6,0,12.7,1,7,7.0,0,2.3,6,45,7.5,0,,darius-copeland-2
1402,Ezell Jolly,UTEP,CUSA,7,6,38,6.3,0,5.4,64,248,3.9,1,35.4,70,286,4.1,1,,ezell-jolly-1
1403,Jayshon Platt,Florida Atlantic,American,4,4,38,9.5,1,9.5,0,0,,0,0.0,4,38,9.5,1,,jayshon-platt-1
1404,KK Smith*,Notre Dame,Ind,6,3,38,12.7,0,6.3,0,0,,0,0.0,3,38,12.7,0,,kk-smith-1
1405,La'Don Bryant*,Northern Illinois,MAC,5,2,38,19.0,0,7.6,0,0,,0,0.0,2,38,19.0,0,,ladon-bryant-1
1406,Malik Sherrod*,Fresno State,MWC,4,8,38,4.8,0,9.5,60,196,3.3,4,49.0,68,234,3.4,4,,malik-sherrod-1
1407,Matt Smith,Massachusetts,Ind,6,3,38,12.7,0,6.3,0,0,,0,0.0,3,38,12.7,0,,matt-smith-8
1408,Micahi Danzy,Florida State,ACC,4,1,38,38.0,0,9.5,2,5,2.5,0,1.3,3,43,14.3,0,,micahi-danzy-1
1409,Reymello Murphy,Arizona,Big 12,4,2,38,19.0,0,9.5,0,0,,0,0.0,2,38,19.0,0,,reymello-murphy-1
1410,Robert Briggs,Utah State,MWC,1,3,38,12.7,0,38.0,9,88,9.8,0,88.0,12,126,10.5,0,,robert-briggs-1
1411,Roman Mothershead,Troy,Sun Belt,10,4,38,9.5,0,3.8,2,10,5.0,0,1.0,6,48,8.0,0,,roman-mothershead-1
1412,Sacovie White,Georgia,SEC,3,4,38,9.5,0,12.7,0,0,,0,0.0,4,38,9.5,0,,sacovie-white-1
1413,Sione I Moa*,BYU,Big 12,11,5,38,7.6,0,3.5,29,144,5.0,3,13.1,34,182,5.4,3,,sione-moa-2
1414,Xavier Irvin,Temple,American,8,3,38,12.7,0,4.8,0,0,,0,0.0,3,38,12.7,0,,xavier-irvin-1
1415,Caleb Hood*,North Carolina,ACC,5,4,37,9.3,0,7.4,18,81,4.5,0,16.2,22,118,5.4,0,,caleb-hood-1
1416,Cole Speer,Georgia,SEC,14,3,37,12.3,0,2.6,0,0,,0,0.0,3,37,12.3,0,,cole-speer-1
1417,Eian Pugh*,Ohio,MAC,11,5,37,7.4,0,3.4,0,0,,0,0.0,5,37,7.4,0,,eian-pugh-1
1418,JB Mitchell III,Eastern Michigan,MAC,4,3,37,12.3,0,9.3,0,0,,0,0.0,3,37,12.3,0,,jb-mitchell-iii-1
1419,Jeremiah Ballard,Tulsa,American,1,2,37,18.5,1,37.0,0,0,,0,0.0,2,37,18.5,1,,jeremiah-ballard-1
1420,Jojo Earle*,Texas Christian,Big 12,4,7,37,5.3,1,9.3,3,30,10.0,0,7.5,10,67,6.7,1,,jojo-earle-1
1421,Kaden Feagin*,Illinois,Big Ten,5,5,37,7.4,0,7.4,67,306,4.6,3,61.2,72,343,4.8,3,,kaden-feagin-1
1422,Michael Masunas,Michigan State,Big Ten,4,4,37,9.3,0,9.3,0,0,,0,0.0,4,37,9.3,0,,michael-masunas-1
1423,Sam West,Indiana,Big Ten,13,1,37,37.0,0,2.8,0,0,,0,0.0,1,37,37.0,0,,sam-west-1
1424,Christian Washington*,Coastal Carolina,Sun Belt,11,4,36,9.0,0,3.3,102,537,5.3,5,48.8,106,573,5.4,5,,christian-washington-1
1425,DJ Butler,Houston,Big 12,8,4,36,9.0,0,4.5,16,102,6.4,0,12.8,20,138,6.9,0,,dj-butler-2
1426,Donovan Ollie*,Colorado State,MWC,13,4,36,9.0,0,2.8,0,0,,0,0.0,4,36,9.0,0,,donovan-ollie-1
1427,Mike Higgins*,Rutgers,Big Ten,13,5,36,7.2,0,2.8,0,0,,0,0.0,5,36,7.2,0,,mike-higgins-4
1428,Torry Locklin,Kansas,Big 12,9,2,36,18.0,0,4.0,2,5,2.5,0,0.6,4,41,10.3,0,,torry-locklin-1
1429,Walker Lyons*,USC,Big Ten,11,6,36,6.0,0,3.3,0,0,,0,0.0,6,36,6.0,0,,walker-lyons-1
1430,Andrew Savaiinaea,Nevada,MWC,12,6,35,5.8,0,2.9,0,0,,0,0.0,6,35,5.8,0,,andrew-savaiinaea-1
1431,Austin Terry,Boise State,MWC,10,2,35,17.5,0,3.5,0,0,,0,0.0,2,35,17.5,0,,austin-terry-1
1432,Cade Yacamelli,Wisconsin,Big Ten,12,4,35,8.8,0,2.9,33,274,8.3,2,22.8,37,309,8.4,2,,cade-yacamelli-1
1433,Eriq Rice*,South Carolina,SEC,3,3,35,11.7,0,11.7,0,0,,0,0.0,3,35,11.7,0,,eriq-rice-1
1434,Jarvis Green,Clemson,ACC,9,2,35,17.5,1,3.9,9,53,5.9,0,5.9,11,88,8.0,1,,jarvis-green-2
1435,Justin Olson,Charlotte,American,2,2,35,17.5,0,17.5,0,0,,0,0.0,2,35,17.5,0,,justin-olson-1
1436,Kalel Mullings*,Michigan,Big Ten,12,6,35,5.8,0,2.9,185,948,5.1,12,79.0,191,983,5.1,12,,kalel-mullings-1
1437,Kanen Hamlett,Appalachian State,Sun Belt,11,4,35,8.8,2,3.2,0,0,,0,0.0,4,35,8.8,2,,kanen-hamlett-1
1438,Keith Reynolds*,Washington,Big Ten,12,5,35,7.0,0,2.9,1,4,4.0,1,0.3,6,39,6.5,1,,keith-reynolds-2
1439,Mekhi Miller*,Missouri,SEC,12,3,35,11.7,0,2.9,1,-4,-4.0,0,-0.3,4,31,7.8,0,,mekhi-miller-1
1440,Amir Hassan*,Navy,American,13,3,34,11.3,0,2.6,14,46,3.3,0,3.5,17,80,4.7,0,,amir-hassan-1
1441,Amorion Walker*,Michigan,Big Ten,4,3,34,11.3,0,8.5,0,0,,0,0.0,3,34,11.3,0,,amorion-walker-1
1442,Ben Ford,Boise State,MWC,11,4,34,8.5,0,3.1,0,0,,0,0.0,4,34,8.5,0,,ben-ford-2
1443,Ethan Hall,Tulsa,American,12,5,34,6.8,0,2.8,1,1,1.0,0,0.1,6,35,5.8,0,,ethan-hall-1
1444,George Hart III*,Western Kentucky,CUSA,14,7,34,4.9,0,2.4,43,206,4.8,2,14.7,50,240,4.8,2,,george-hart-iii-1
1445,Hunter Talley,New Mexico State,CUSA,4,3,34,11.3,0,8.5,0,0,,0,0.0,3,34,11.3,0,,hunter-talley-1
1446,Jordan Smart*,Ole Miss,SEC,3,1,34,34.0,0,11.3,0,0,,0,0.0,1,34,34.0,0,,jordan-smart-1
1447,Marlon Gunn Jr.*,East Carolina,American,12,2,34,17.0,0,2.8,61,224,3.7,3,18.7,63,258,4.1,3,,marlon-gunn-jr-1
1448,Nitro Tuggle,Georgia,SEC,8,3,34,11.3,0,4.3,0,0,,0,0.0,3,34,11.3,0,,nitro-tuggle-1
1449,Noreel White*,Ole Miss,SEC,2,2,34,17.0,0,17.0,0,0,,0,0.0,2,34,17.0,0,,noreel-white-1
1450,Roderick Robinson II,Georgia,SEC,2,2,34,17.0,0,17.0,4,3,0.8,0,1.5,6,37,6.2,0,,roderick-robinson-ii-1
1451,Samuel Brown V*,Rutgers,Big Ten,5,1,34,34.0,1,6.8,40,201,5.0,3,40.2,41,235,5.7,4,,samuel-brown-v-1
1452,Stanley King,Kent State,MAC,8,3,34,11.3,0,4.3,0,0,,0,0.0,3,34,11.3,0,,stanley-king-2
